"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"70078.9031058";"Relative throttle position";"11.764705882352942";"%";"47.0861139";"-72.8434844";
"70079.0272751";"Timing advance";"24";"°";"47.0861139";"-72.8434844";
"70079.210907";"Calculated engine load value";"63.13725490196079";"%";"47.0861139";"-72.8434844";
"70079.3909908";"MAF air flow rate";"47.86";"g/sec";"47.0861139";"-72.8434844";
"70079.3909908";"Power from MAF";"57.431999999999995";"hp";"47.0861139";"-72.8434844";
"70079.5421265";"Calculated boost";"-0.4";"bar";"47.0861139";"-72.8434844";
"70079.5421265";"Intake manifold absolute pressure";"56";"kPa";"47.0861139";"-72.8434844";
"70079.806981";"Actual Gear Ratio";"1.7500267032883192";"";"47.0861139";"-72.8434844";
"70079.9555534";"Target Gear Ratio";"0.003906309605554284";"";"47.0861139";"-72.8434844";
"70080.247646";"[ABS] Front left wheel speed";"45.84375";"km/h";"47.0861139";"-72.8434844";
"70080.3929196";"[ABS] Front right wheel speed";"45.39375";"km/h";"47.0861139";"-72.8434844";
"70080.5500935";"[ABS] Rear left wheel speed";"44.71875";"km/h";"47.0861139";"-72.8434844";
"70080.6620107";"[ABS] Rear right wheel speed";"44.26875";"km/h";"47.0861139";"-72.8434844";
"70080.8071086";"[ABS] Steering angle sensor";"3";"°";"47.0861139";"-72.8434844";
"70081.1312483";"AT/CVT Temperature v.1";"91";"℃";"47.0861139";"-72.8434844";
"70081.2277159";"Primary Pulley Speed";"3507";"rpm";"47.0861139";"-72.8434844";
"70081.387044";"Secondary Pulley Speed";"1946";"rpm";"47.0861139";"-72.8434844";
"70081.5276397";"Turbine Speed";"3488";"rpm";"47.0861139";"-72.8434844";
"70081.6684791";"Lock Up Duty Ratio";"0";"%";"47.0861139";"-72.8434844";
"70081.9681634";"Engine oil temperature";"100";"℃";"47.0861139";"-72.8434844";
"70082.1004854";"Intake air temperature";"-9";"℃";"47.0861139";"-72.8434844";
"70082.2351819";"Barometric pressure";"96";"kPa";"47.0861139";"-72.8434844";
"70082.4970878";"Battery Terminal Voltage";"14.623";"V";"47.0861139";"-72.8434844";
"70082.7540955";"AWD Solenoid Actual Current";"297";"mA";"47.0861139";"-72.8434844";
"70082.8978844";"AWD Solenoid Set Current";"292";"mA";"47.0861139";"-72.8434844";
"70083.1518052";"Short term fuel % trim - Bank 1";"-1.5625";"%";"47.0861139";"-72.8434844";
"70083.3162329";"Long term fuel % trim - Bank 1";"-0.78125";"%";"47.0861139";"-72.8434844";
"70083.5909855";"Knocking Correction";"0";"°";"47.0861139";"-72.8434844";
"70083.6990447";"OCV Duty Left";"55.68627450980392";"%";"47.0861139";"-72.8434844";
"70083.8566198";"Learned Ignition Timing";"0";"°";"47.0861139";"-72.8434844";
"70084.0113229";"A/F Sensor #1";"0.9130588235294118";"";"47.0861139";"-72.8434844";
"70084.2481509";"Fuel/Air commanded equivalence ratio";"14.670414599999999";"";"47.0861139";"-72.8434844";
"70084.382919";"Engine RPM";"3130";"rpm";"47.0861139";"-72.8434844";
"70084.382919";"Engine RPM x1000";"3.1";"rpm";"47.0861139";"-72.8434844";
"70084.5502358";"Average speed";"75.73375278081664";"km/h";"47.0861139";"-72.8434844";
"70084.5502358";"Distance travelled";"75.58570992400003";"km";"47.0861139";"-72.8434844";
"70084.5502358";"Distance travelled (Today)";"203.74849";"km";"47.0861139";"-72.8434844";
"70084.5502358";"Distance travelled (total)";"244.367062";"km";"47.0861139";"-72.8434844";
"70084.5502358";"Distance travelled (Week)";"226.170803";"km";"47.0861139";"-72.8434844";
"70084.5502358";"Vehicle speed";"51";"km/h";"47.0861139";"-72.8434844";
"70084.673696";"Relative throttle position";"10.196078431372548";"%";"47.0861139";"-72.8434844";
"70084.8330092";"Timing advance";"30";"°";"47.0861139";"-72.8434844";
"70084.997952";"Calculated engine load value";"41.568627450980394";"%";"47.0861139";"-72.8434844";
"70085.0996695";"MAF air flow rate";"34.43";"g/sec";"47.0861139";"-72.8434844";
"70085.0996695";"Power from MAF";"41.315999999999995";"hp";"47.0861139";"-72.8434844";
"70085.2710518";"Calculated boost";"-0.49";"bar";"47.0861139";"-72.8434844";
"70085.2710518";"Intake manifold absolute pressure";"47";"kPa";"47.0861139";"-72.8434844";
"70085.5342928";"Actual Gear Ratio";"1.3789272907606622";"";"47.0861139";"-72.8434844";
"70085.6872058";"Target Gear Ratio";"0.003906309605554284";"";"47.0861139";"-72.8434844";
"70085.9312917";"[ABS] Front left wheel speed";"54";"km/h";"47.0861139";"-72.8434844";
"70086.0671228";"[ABS] Front right wheel speed";"54.28125";"km/h";"47.0861139";"-72.8434844";
"70086.2205712";"[ABS] Rear left wheel speed";"54.28125";"km/h";"47.0861139";"-72.8434844";
"70086.3271097";"[ABS] Rear right wheel speed";"54.225";"km/h";"47.0861139";"-72.8434844";
"70086.4471828";"[ABS] Steering angle sensor";"4";"°";"47.0861139";"-72.8434844";
"70086.7605289";"AT/CVT Temperature v.1";"91";"℃";"47.0861139";"-72.8434844";
"70086.8361094";"Primary Pulley Speed";"3310";"rpm";"47.0861139";"-72.8434844";
"70086.9965286";"Secondary Pulley Speed";"2433";"rpm";"47.0861139";"-72.8434844";
"70087.1545405";"Turbine Speed";"3360";"rpm";"47.0861139";"-72.8434844";
"70087.304889";"Lock Up Duty Ratio";"95.5";"%";"47.0861139";"-72.8434844";
"70087.5869777";"Engine coolant temperature";"89";"℃";"47.0861139";"-72.8434844";
"70087.6685726";"Engine oil temperature";"101";"℃";"47.0861139";"-72.8434844";
"70087.8473545";"Intake air temperature";"-9";"℃";"47.0861139";"-72.8434844";
"70087.9909278";"Barometric pressure";"96";"kPa";"47.0861139";"-72.8434844";
"70088.3003383";"Battery Terminal Voltage";"14.608";"V";"47.0861139";"-72.8434844";
"70088.5472008";"AWD Solenoid Actual Current";"290";"mA";"47.0861139";"-72.8434844";
"70088.6646171";"AWD Solenoid Set Current";"291";"mA";"47.0861139";"-72.8434844";
"70088.8359618";"Short term fuel % trim - Bank 1";"0";"%";"47.0861139";"-72.8434844";
"70088.9631232";"Long term fuel % trim - Bank 1";"0";"%";"47.0861139";"-72.8434844";
"70089.2020731";"Knocking Correction";"0";"°";"47.0861139";"-72.8434844";
"70089.3169681";"OCV Duty Left";"56.470588235294116";"%";"47.0861139";"-72.8434844";
"70089.4506001";"Learned Ignition Timing";"0";"°";"47.0861139";"-72.8434844";
"70089.6072522";"A/F Sensor #1";"1.521764705882353";"";"47.0861139";"-72.8434844";
"70089.8319893";"Fuel/Air commanded equivalence ratio";"14.63871168";"";"47.0861139";"-72.8434844";
"70089.9670848";"Engine RPM";"3664";"rpm";"47.0861139";"-72.8434844";
"70089.9670848";"Engine RPM x1000";"3.7";"rpm";"47.0861139";"-72.8434844";
"70090.098015";"Average speed";"75.68635369111344";"km/h";"47.0861139";"-72.8434844";
"70090.098015";"Distance travelled";"75.65508244025003";"km";"47.0861139";"-72.8434844";
"70090.098015";"Distance travelled (Today)";"203.817863";"km";"47.0861139";"-72.8434844";
"70090.098015";"Distance travelled (total)";"244.436435";"km";"47.0861139";"-72.8434844";
"70090.098015";"Distance travelled (Week)";"226.240176";"km";"47.0861139";"-72.8434844";
"70090.098015";"Vehicle speed";"45";"km/h";"47.0861139";"-72.8434844";
"70090.2414243";"Relative throttle position";"7.0588235294117645";"%";"47.0861139";"-72.8434844";
"70090.383234";"Timing advance";"30.5";"°";"47.0861139";"-72.8434844";
"70090.5503025";"Calculated engine load value";"24.313725490196077";"%";"47.0861139";"-72.8434844";
"70090.647293";"MAF air flow rate";"19.27";"g/sec";"47.0861139";"-72.8434844";
"70090.647293";"Power from MAF";"23.124";"hp";"47.0861139";"-72.8434844";
"70090.7694427";"Calculated boost";"-0.65";"bar";"47.0861139";"-72.8434844";
"70090.7694427";"Intake manifold absolute pressure";"31";"kPa";"47.0861139";"-72.8434844";
"70090.9946327";"Actual Gear Ratio";"1.7734645609216448";"";"47.0861139";"-72.8434844";
"70091.0885305";"Target Gear Ratio";"0.003906309605554284";"";"47.0861139";"-72.8434844";
"70091.3538702";"[ABS] Front left wheel speed";"46.35";"km/h";"47.0861139";"-72.8434844";
"70091.4338715";"[ABS] Front right wheel speed";"45.7875";"km/h";"47.0861139";"-72.8434844";
"70091.5922557";"[ABS] Rear left wheel speed";"46.4625";"km/h";"47.0861139";"-72.8434844";
"70091.7401115";"[ABS] Rear right wheel speed";"46.2375";"km/h";"47.0861139";"-72.8434844";
"70091.864568";"[ABS] Steering angle sensor";"-17";"°";"47.0861139";"-72.8434844";
"70092.0965282";"AT/CVT Temperature v.1";"91";"℃";"47.0861139";"-72.8434844";
"70092.232263";"Primary Pulley Speed";"3705";"rpm";"47.0861139";"-72.8434844";
"70092.3356781";"Secondary Pulley Speed";"2118";"rpm";"47.0861139";"-72.8434844";
"70092.4674277";"Turbine Speed";"3776";"rpm";"47.0861139";"-72.8434844";
"70092.5372577";"Lock Up Duty Ratio";"95.5";"%";"47.0861139";"-72.8434844";
"70092.7653025";"Engine oil temperature";"101";"℃";"47.0861139";"-72.8434844";
"70092.8714547";"Intake air temperature";"-9";"℃";"47.0861139";"-72.8434844";
"70092.9947012";"Barometric pressure";"96";"kPa";"47.0861139";"-72.8434844";
"70093.2572249";"Battery Terminal Voltage";"14.63";"V";"47.0861139";"-72.8434844";
"70093.4819043";"AWD Solenoid Actual Current";"290";"mA";"47.0861139";"-72.8434844";
"70093.5725028";"AWD Solenoid Set Current";"290";"mA";"47.0861139";"-72.8434844";
"70093.8812188";"Short term fuel % trim - Bank 1";"-1.5625";"%";"47.0861139";"-72.8434844";
"70093.9590559";"Long term fuel % trim - Bank 1";"-0.78125";"%";"47.0861139";"-72.8434844";
"70094.1880618";"Knocking Correction";"0";"°";"47.0861139";"-72.8434844";
"70094.3015603";"OCV Duty Left";"56.86274509803921";"%";"47.0861139";"-72.8434844";
"70094.39187";"Learned Ignition Timing";"0";"°";"47.0861139";"-72.8434844";
"70094.5266675";"A/F Sensor #1";"0.9754901960784313";"";"47.0861139";"-72.8434844";
"70094.8073965";"Fuel/Air commanded equivalence ratio";"14.662823760000002";"";"47.0861139";"-72.8434844";
"70094.9276229";"Engine RPM";"3364";"rpm";"47.0861139";"-72.8434844";
"70094.9276229";"Engine RPM x1000";"3.4";"rpm";"47.0861139";"-72.8434844";
"70095.067465";"Average speed";"75.65231725630447";"km/h";"47.0861139";"-72.8434844";
"70095.067465";"Distance travelled";"75.72546693816669";"km";"47.0861139";"-72.8434844";
"70095.067465";"Distance travelled (Today)";"203.888247";"km";"47.0861139";"-72.8434844";
"70095.067465";"Distance travelled (total)";"244.506819";"km";"47.0861139";"-72.8434844";
"70095.067465";"Distance travelled (Week)";"226.31056";"km";"47.0861139";"-72.8434844";
"70095.067465";"Vehicle speed";"51";"km/h";"47.0861139";"-72.8434844";
"70095.2274927";"Relative throttle position";"8.235294117647058";"%";"47.0861139";"-72.8434844";
"70095.4009262";"Timing advance";"32.5";"°";"47.0861139";"-72.8434844";
"70095.495984";"Calculated engine load value";"28.235294117647058";"%";"47.0861139";"-72.8434844";
"70095.6150321";"MAF air flow rate";"19.91";"g/sec";"47.0861139";"-72.8434844";
"70095.6150321";"Power from MAF";"23.892";"hp";"47.0861139";"-72.8434844";
"70095.7646877";"Calculated boost";"-0.56";"bar";"47.0861139";"-72.8434844";
"70095.7646877";"Intake manifold absolute pressure";"40";"kPa";"47.0861139";"-72.8434844";
"70096.011222";"Actual Gear Ratio";"1.390646219577325";"";"47.0861139";"-72.8434844";
"70096.1040388";"Target Gear Ratio";"0.003906309605554284";"";"47.0861139";"-72.8434844";
"70096.4023123";"[ABS] Front left wheel speed";"53.71875";"km/h";"47.0861139";"-72.8434844";
"70096.5423176";"[ABS] Front right wheel speed";"53.15625";"km/h";"47.0861139";"-72.8434844";
"70096.6644762";"[ABS] Rear left wheel speed";"53.325";"km/h";"47.0861139";"-72.8434844";
"70096.7248707";"[ABS] Rear right wheel speed";"52.3125";"km/h";"47.0861139";"-72.8434844";
"70096.8741071";"[ABS] Steering angle sensor";"7";"°";"47.0861139";"-72.8434844";
"70097.1379361";"AT/CVT Temperature v.1";"91";"℃";"47.0861139";"-72.8434844";
"70097.2989848";"Primary Pulley Speed";"3267";"rpm";"47.0861139";"-72.8434844";
"70097.4336956";"Secondary Pulley Speed";"2410";"rpm";"47.0861139";"-72.8434844";
"70097.5474671";"Turbine Speed";"3264";"rpm";"47.0861139";"-72.8434844";
"70097.7075119";"Lock Up Duty Ratio";"95.5";"%";"47.0861139";"-72.8434844";
"70097.8663022";"Engine coolant temperature";"89";"℃";"47.0861139";"-72.8434844";
"70098.0253305";"Engine oil temperature";"101";"℃";"47.0861139";"-72.8434844";
"70098.1940578";"Intake air temperature";"-9";"℃";"47.0861139";"-72.8434844";
"70098.264468";"Barometric pressure";"96";"kPa";"47.0861139";"-72.8434844";
"70098.5275144";"Battery Terminal Voltage";"14.624";"V";"47.0861139";"-72.8434844";
"70098.7957683";"AWD Solenoid Actual Current";"290";"mA";"47.0861139";"-72.8434844";
"70098.88709";"AWD Solenoid Set Current";"290";"mA";"47.0861139";"-72.8434844";
"70099.0977584";"Short term fuel % trim - Bank 1";"0";"%";"47.0861139";"-72.8434844";
"70099.2695128";"Long term fuel % trim - Bank 1";"0";"%";"47.0861139";"-72.8434844";
"70099.5350394";"Knocking Correction";"0";"°";"47.0861139";"-72.8434844";
"70099.6923943";"OCV Duty Left";"56.86274509803921";"%";"47.0861139";"-72.8434844";
"70099.7756764";"Learned Ignition Timing";"0";"°";"47.0861139";"-72.8434844";
"70099.914173";"A/F Sensor #1";"0.8428235294117646";"";"47.0861139";"-72.8434844";
"70100.1688155";"Fuel/Air commanded equivalence ratio";"12.641427720000001";"";"47.0861139";"-72.8434844";
"70100.3077065";"Engine RPM";"3392";"rpm";"47.0861139";"-72.8434844";
"70100.3077065";"Engine RPM x1000";"3.4";"rpm";"47.0861139";"-72.8434844";
"70100.4315625";"Average speed";"75.60379771220424";"km/h";"47.0861139";"-72.8434844";
"70100.4315625";"Distance travelled";"75.78951952913891";"km";"47.0861139";"-72.8434844";
"70100.4315625";"Distance travelled (Today)";"203.9523";"km";"47.0861139";"-72.8434844";
"70100.4315625";"Distance travelled (total)";"244.570872";"km";"47.0861139";"-72.8434844";
"70100.4315625";"Distance travelled (Week)";"226.374613";"km";"47.0861139";"-72.8434844";
"70100.4315625";"Vehicle speed";"43";"km/h";"47.0861139";"-72.8434844";
"70100.5531334";"Relative throttle position";"6.2745098039215685";"%";"47.0861139";"-72.8434844";
"70100.7212402";"Timing advance";"33";"°";"47.0861139";"-72.8434844";
"70100.8978237";"Calculated engine load value";"16.470588235294116";"%";"47.0861139";"-72.8434844";
"70101.0771711";"MAF air flow rate";"8.72";"g/sec";"47.0861139";"-72.8434844";
"70101.0771711";"Power from MAF";"10.464";"hp";"47.0861139";"-72.8434844";
"70101.2320004";"Calculated boost";"-0.74";"bar";"47.0861139";"-72.8434844";
"70101.2320004";"Intake manifold absolute pressure";"22";"kPa";"47.0861139";"-72.8434844";
"70101.5311931";"Actual Gear Ratio";"1.7851834897383079";"";"47.0861139";"-72.8434844";
"70101.6607532";"Target Gear Ratio";"0.003906309605554284";"";"47.0861139";"-72.8434844";
"70101.9673809";"[ABS] Front left wheel speed";"40.3875";"km/h";"47.0861139";"-72.8434844";
"70102.1276842";"[ABS] Front right wheel speed";"35.775";"km/h";"47.0861139";"-72.8434844";
"70102.2722001";"[ABS] Rear left wheel speed";"39.99375";"km/h";"47.0861139";"-72.8434844";
"70102.4005251";"[ABS] Rear right wheel speed";"37.51875";"km/h";"47.0861139";"-72.8434844";
"70102.5436504";"[ABS] Steering angle sensor";"-24";"°";"47.0861139";"-72.8434844";
"70102.8515509";"AT/CVT Temperature v.1";"91";"℃";"47.0861139";"-72.8434844";
"70102.9375227";"Primary Pulley Speed";"3181";"rpm";"47.0861139";"-72.8434844";
"70103.0078527";"Secondary Pulley Speed";"1754";"rpm";"47.0861139";"-72.8434844";
"70103.1175067";"Turbine Speed";"3168";"rpm";"47.0861139";"-72.8434844";
"70103.2712569";"Lock Up Duty Ratio";"75";"%";"47.0861139";"-72.8434844";
"70103.4806264";"Engine oil temperature";"101";"℃";"47.0861139";"-72.8434844";
"70103.6058319";"Intake air temperature";"-9";"℃";"47.0861139";"-72.8434844";
"70103.7725183";"Barometric pressure";"96";"kPa";"47.0861139";"-72.8434844";
"70104.0682627";"Battery Terminal Voltage";"14.61";"V";"47.0861139";"-72.8434844";
"70104.2708676";"AWD Solenoid Actual Current";"335";"mA";"47.0861139";"-72.8434844";
"70104.3667046";"AWD Solenoid Set Current";"309";"mA";"47.0861139";"-72.8434844";
"70104.5621451";"Short term fuel % trim - Bank 1";"-2.34375";"%";"47.0861139";"-72.8434844";
"70104.7125403";"Long term fuel % trim - Bank 1";"-0.78125";"%";"47.0861139";"-72.8434844";
"70104.9683037";"Knocking Correction";"0";"°";"47.0861139";"-72.8434844";
"70105.1316209";"OCV Duty Left";"52.94117647058823";"%";"47.0861139";"-72.8434844";
"70105.2818811";"Learned Ignition Timing";"0";"°";"47.0861139";"-72.8434844";
"70105.3776595";"A/F Sensor #1";"1.0223137254901962";"";"47.0861139";"-72.8434844";
"70105.6883363";"Fuel/Air commanded equivalence ratio";"14.643176879999999";"";"47.0861139";"-72.8434844";
"70105.8360065";"Engine RPM";"3757";"rpm";"47.0861139";"-72.8434844";
"70105.8360065";"Engine RPM x1000";"3.8";"rpm";"47.0861139";"-72.8434844";
"70105.9864156";"Average speed";"75.5597922958762";"km/h";"47.0861139";"-72.8434844";
"70105.9864156";"Distance travelled";"75.86211582966669";"km";"47.0861139";"-72.8434844";
"70105.9864156";"Distance travelled (Today)";"204.024896";"km";"47.0861139";"-72.8434844";
"70105.9864156";"Distance travelled (total)";"244.643468";"km";"47.0861139";"-72.8434844";
"70105.9864156";"Distance travelled (Week)";"226.44720900000002";"km";"47.0861139";"-72.8434844";
"70105.9864156";"Vehicle speed";"47";"km/h";"47.0861139";"-72.8434844";
"70106.0607628";"Relative throttle position";"9.411764705882353";"%";"47.0861139";"-72.8434844";
"70106.187869";"Timing advance";"29.5";"°";"47.0861139";"-72.8434844";
"70106.3508855";"Calculated engine load value";"35.68627450980392";"%";"47.0861139";"-72.8434844";
"70106.4838169";"MAF air flow rate";"29.42";"g/sec";"47.0861139";"-72.8434844";
"70106.4838169";"Power from MAF";"35.304";"hp";"47.0861139";"-72.8434844";
"70106.647642";"Calculated boost";"-0.6";"bar";"47.0861139";"-72.8434844";
"70106.647642";"Intake manifold absolute pressure";"36";"kPa";"47.0861139";"-72.8434844";
"70106.847657";"Actual Gear Ratio";"1.7422140840772107";"";"47.0861139";"-72.8434844";
"70107.0030218";"Target Gear Ratio";"0.003906309605554284";"";"47.0861139";"-72.8434844";
"70107.2741991";"[ABS] Front left wheel speed";"52.9875";"km/h";"47.0861139";"-72.8434844";
"70107.410125";"[ABS] Front right wheel speed";"53.2125";"km/h";"47.0861139";"-72.8434844";
"70107.5315421";"[ABS] Rear left wheel speed";"53.94375";"km/h";"47.0861139";"-72.8434844";
"70107.6806815";"[ABS] Rear right wheel speed";"52.93125";"km/h";"47.0861139";"-72.8434844";
"70107.8140678";"[ABS] Steering angle sensor";"-3";"°";"47.0861139";"-72.8434844";
"70108.0999859";"AT/CVT Temperature v.1";"91";"℃";"47.0861139";"-72.8434844";
"70108.2479066";"Primary Pulley Speed";"3248";"rpm";"47.0861139";"-72.8434844";
"70108.3698505";"Secondary Pulley Speed";"2370";"rpm";"47.0861139";"-72.8434844";
"70108.5217452";"Turbine Speed";"3200";"rpm";"47.0861139";"-72.8434844";
"70108.6336667";"Lock Up Duty Ratio";"95.5";"%";"47.0861139";"-72.8434844";
"70108.9080937";"Engine coolant temperature";"88";"℃";"47.0861139";"-72.8434844";
"70109.0676212";"Engine oil temperature";"101";"℃";"47.0861139";"-72.8434844";
"70109.2191465";"Intake air temperature";"-9";"℃";"47.0861139";"-72.8434844";
"70109.3396486";"Barometric pressure";"97";"kPa";"47.0861139";"-72.8434844";
"70109.6024014";"Battery Terminal Voltage";"14.615";"V";"47.0861139";"-72.8434844";
"70109.8542198";"AWD Solenoid Actual Current";"290";"mA";"47.0861139";"-72.8434844";
"70109.9645379";"AWD Solenoid Set Current";"291";"mA";"47.0861139";"-72.8434844";
"70110.1674382";"Short term fuel % trim - Bank 1";"-4.6875";"%";"47.0861139";"-72.8434844";
"70110.3163602";"Long term fuel % trim - Bank 1";"0";"%";"47.0861139";"-72.8434844";
"70110.621424";"Knocking Correction";"0";"°";"47.0861139";"-72.8434844";
"70110.7516282";"OCV Duty Left";"56.86274509803921";"%";"47.0861139";"-72.8434844";
"70110.8959967";"Learned Ignition Timing";"0";"°";"47.0861139";"-72.8434844";
"70111.0676487";"A/F Sensor #1";"0.9832941176470589";"";"47.0861139";"-72.8434844";
"70111.3363483";"Fuel/Air commanded equivalence ratio";"14.20112208";"";"47.0861139";"-72.8434844";
"70111.4084181";"Engine RPM";"3421";"rpm";"47.0861139";"-72.8434844";
"70111.4084181";"Engine RPM x1000";"3.4";"rpm";"47.0861139";"-72.8434844";
"70111.5426326";"Average speed";"75.5313334914582";"km/h";"47.0861139";"-72.8434844";
"70111.5426326";"Distance travelled";"75.95000169450003";"km";"47.0861139";"-72.8434844";
"70111.5426326";"Distance travelled (Today)";"204.112782";"km";"47.0861139";"-72.8434844";
"70111.5426326";"Distance travelled (total)";"244.731354";"km";"47.0861139";"-72.8434844";
"70111.5426326";"Distance travelled (Week)";"226.535095";"km";"47.0861139";"-72.8434844";
"70111.5426326";"Vehicle speed";"57";"km/h";"47.0861139";"-72.8434844";
"70111.6987411";"Relative throttle position";"6.666666666666667";"%";"47.0861139";"-72.8434844";
"70111.8277427";"Timing advance";"29";"°";"47.0861139";"-72.8434844";
"70111.9799176";"Calculated engine load value";"21.176470588235293";"%";"47.0861139";"-72.8434844";
"70112.1374067";"MAF air flow rate";"13.14";"g/sec";"47.0861139";"-72.8434844";
"70112.1374067";"Power from MAF";"15.768";"hp";"47.0861139";"-72.8434844";
"70112.3009325";"Calculated boost";"-0.72";"bar";"47.0861139";"-72.8434844";
"70112.3009325";"Intake manifold absolute pressure";"25";"kPa";"47.0861139";"-72.8434844";
"70112.5283937";"Actual Gear Ratio";"1.3633020523384451";"";"47.0861139";"-72.8434844";
"70112.6917163";"Target Gear Ratio";"0.003906309605554284";"";"47.0861139";"-72.8434844";
"70112.9853655";"[ABS] Front left wheel speed";"55.63125";"km/h";"47.0861139";"-72.8434844";
"70113.0683968";"[ABS] Front right wheel speed";"56.1375";"km/h";"47.0861139";"-72.8434844";
"70113.221246";"[ABS] Rear left wheel speed";"55.40625";"km/h";"47.0861139";"-72.8434844";
"70113.3818507";"[ABS] Rear right wheel speed";"55.85625";"km/h";"47.0861139";"-72.8434844";
"70113.5077969";"[ABS] Steering angle sensor";"30";"°";"47.0861139";"-72.8434844";
"70113.75382";"AT/CVT Temperature v.1";"91";"℃";"47.0861139";"-72.8434844";
"70113.9080389";"Primary Pulley Speed";"3345";"rpm";"47.0861139";"-72.8434844";
"70114.0526483";"Secondary Pulley Speed";"2459";"rpm";"47.0861139";"-72.8434844";
"70114.2220825";"Turbine Speed";"3392";"rpm";"47.0861139";"-72.8434844";
"70114.3096587";"Lock Up Duty Ratio";"95.5";"%";"47.0861139";"-72.8434844";
"70114.5879392";"Engine oil temperature";"102";"℃";"47.0861139";"-72.8434844";
"70114.7475015";"Intake air temperature";"-9";"℃";"47.0861139";"-72.8434844";
"70114.9128004";"Barometric pressure";"97";"kPa";"47.0861139";"-72.8434844";
"70115.1234767";"Battery Terminal Voltage";"14.608";"V";"47.0861139";"-72.8434844";
"70115.3860857";"AWD Solenoid Actual Current";"295";"mA";"47.0861139";"-72.8434844";
"70115.508816";"AWD Solenoid Set Current";"293";"mA";"47.0861139";"-72.8434844";
"70115.7836073";"Short term fuel % trim - Bank 1";"-3.90625";"%";"47.0861139";"-72.8434844";
"70115.9547302";"Long term fuel % trim - Bank 1";"-0.78125";"%";"47.0861139";"-72.8434844";
"70116.2542342";"Knocking Correction";"0";"°";"47.0861139";"-72.8434844";
"70116.3925553";"OCV Duty Left";"56.86274509803921";"%";"47.0861139";"-72.8434844";
"70116.5608901";"Learned Ignition Timing";"0";"°";"47.0861139";"-72.8434844";
"70116.64201";"A/F Sensor #1";"1.0223137254901962";"";"47.0861139";"-72.8434844";
"70116.9386111";"Fuel/Air commanded equivalence ratio";"14.666842440000002";"";"47.0861139";"-72.8434844";
"70117.0278215";"Engine RPM";"3288";"rpm";"47.0861139";"-72.8434844";
"70117.0278215";"Engine RPM x1000";"3.3";"rpm";"47.0861139";"-72.8434844";
"70117.1930878";"Average speed";"75.49778946510615";"km/h";"47.0861139";"-72.8434844";
"70117.1930878";"Distance travelled";"76.03472751450003";"km";"47.0861139";"-72.8434844";
"70117.1930878";"Distance travelled (Today)";"204.197508";"km";"47.0861139";"-72.8434844";
"70117.1930878";"Distance travelled (total)";"244.81608";"km";"47.0861139";"-72.8434844";
"70117.1930878";"Distance travelled (Week)";"226.619821";"km";"47.0861139";"-72.8434844";
"70117.1930878";"Vehicle speed";"54";"km/h";"47.0861139";"-72.8434844";
"70117.3320376";"Relative throttle position";"6.2745098039215685";"%";"47.0861139";"-72.8434844";
"70117.4569362";"Timing advance";"41.5";"°";"47.0861139";"-72.8434844";
"70117.6097127";"Calculated engine load value";"31.372549019607842";"%";"47.0861139";"-72.8434844";
"70117.7546377";"MAF air flow rate";"31.28";"g/sec";"47.0861139";"-72.8434844";
"70117.7546377";"Power from MAF";"37.536";"hp";"47.0861139";"-72.8434844";
"70117.90818";"Calculated boost";"-0.36";"bar";"47.0861139";"-72.8434844";
"70117.90818";"Intake manifold absolute pressure";"61";"kPa";"47.0861139";"-72.8434844";
"70118.2257629";"Actual Gear Ratio";"1.4101777676050966";"";"47.0861139";"-72.8434844";
"70118.3789924";"Target Gear Ratio";"0.003906309605554284";"";"47.0861139";"-72.8434844";
"70118.6399277";"[ABS] Front left wheel speed";"54.45";"km/h";"47.0861139";"-72.8434844";
"70118.788173";"[ABS] Front right wheel speed";"55.0125";"km/h";"47.0861139";"-72.8434844";
"70118.9471727";"[ABS] Rear left wheel speed";"54.61875";"km/h";"47.0861139";"-72.8434844";
"70119.0615983";"[ABS] Rear right wheel speed";"55.40625";"km/h";"47.0861139";"-72.8434844";
"70119.2306291";"[ABS] Steering angle sensor";"33";"°";"47.0861139";"-72.8434844";
"70119.4667628";"AT/CVT Temperature v.1";"91";"℃";"47.0861139";"-72.8434844";
"70119.6215065";"Primary Pulley Speed";"3412";"rpm";"47.0861139";"-72.8434844";
"70119.7274782";"Secondary Pulley Speed";"2472";"rpm";"47.0861139";"-72.8434844";
"70119.8625524";"Turbine Speed";"3392";"rpm";"47.0861139";"-72.8434844";
"70119.9964376";"Lock Up Duty Ratio";"95.5";"%";"47.0861139";"-72.8434844";
"70120.2879616";"Engine coolant temperature";"87";"℃";"47.0861139";"-72.8434844";
"70120.4550486";"Engine oil temperature";"101";"℃";"47.0861139";"-72.8434844";
"70120.5864149";"Intake air temperature";"-9";"℃";"47.0861139";"-72.8434844";
"70120.7580747";"Barometric pressure";"97";"kPa";"47.0861139";"-72.8434844";
"70121.04129";"Battery Terminal Voltage";"14.617";"V";"47.0861139";"-72.8434844";
"70121.2627304";"AWD Solenoid Actual Current";"290";"mA";"47.0861139";"-72.8434844";
"70121.4096691";"AWD Solenoid Set Current";"290";"mA";"47.0861139";"-72.8434844";
"70121.6392304";"Short term fuel % trim - Bank 1";"0";"%";"47.0861139";"-72.8434844";
